scenario,source,p,method_family,candidate_label,rank,rank_threshold_constant,lambda_reg,beta_scale,validation_seed,final_regret,latent_dim,ambient_dim,heldout_accuracy,selected
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=1,beta=0.25",100,,1.0,0.25,10001,1306.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=1,beta=0.5",100,,1.0,0.5,10001,1286.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=1,beta=1",100,,1.0,1.0,10001,1356.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=1,beta=2",100,,1.0,2.0,10001,1657.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=10,beta=0.25",100,,10.0,0.25,10001,1280.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=10,beta=0.5",100,,10.0,0.5,10001,1261.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=10,beta=1",100,,10.0,1.0,10001,1317.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.7,Zero-imputed OFUL,"lambda=10,beta=2",100,,10.0,2.0,10001,1516.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=1,1,,,,10000,3810.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=1,1,,,,10000,3816.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=1,1,,,,10000,3841.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=2,2,,,,10000,3281.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=2,2,,,,10000,3304.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=2,2,,,,10000,3333.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=4,4,,,,10000,1405.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=4,4,,,,10000,1531.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=4,4,,,,10000,1949.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=8,8,,,,10000,1404.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=8,8,,,,10000,1531.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=8,8,,,,10000,1889.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=16,16,,,,10000,1414.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=16,16,,,,10000,1543.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=16,16,,,,10000,1874.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.03,20,0.03,,,10000,1404.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.03,20,0.03,,,10000,1872.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.05,20,0.05,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.05,20,0.05,,,10000,1889.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.07,20,0.07,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.07,20,0.07,,,10000,1954.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.1,20,0.1,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.1,20,0.1,,,10000,1949.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.15,20,0.15,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.15,20,0.15,,,10000,1949.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.25,20,0.25,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.25,20,0.25,,,10000,2898.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.5,20,0.5,,,10000,1405.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.5,20,0.5,,,10000,3841.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=1,20,1.0,,,10000,1581.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=1,20,1.0,,,10000,3841.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=0.1,beta=0.25",100,,0.1,0.25,10000,1776.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=0.1,beta=0.5",100,,0.1,0.5,10000,1900.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=0.1,beta=1",100,,0.1,1.0,10000,2328.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=0.1,beta=2",100,,0.1,2.0,10000,3403.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=1,beta=0.25",100,,1.0,0.25,10000,1699.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=1,beta=0.5",100,,1.0,0.5,10000,1720.0,4,100,0.7715163202628383,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=1,beta=1",100,,1.0,1.0,10000,1861.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=1,beta=2",100,,1.0,2.0,10000,2409.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=10,beta=0.25",100,,10.0,0.25,10000,1904.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=10,beta=0.5",100,,10.0,0.5,10000,2051.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=10,beta=1",100,,10.0,1.0,10000,2220.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Zero-imputed OFUL,"lambda=10,beta=2",100,,10.0,2.0,10000,2681.0,4,100,0.7715163202628383,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=1,1,,,,10001,4000.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=1,1,,,,10001,4012.0,4,100,0.822084136847368,0
